{7972,6930,9259,8412,7205,10366,8447,7440,10238,8127,7130,9519},
{8056,6965,9331,8405,7184,10374,8447,7459,10225,8143,7147,9544},
{8155,7014,9425,8398,7163,10382,8446,7477,10212,8159,7164,9569},
{8264,7075,9537,8390,7142,10390,8445,7495,10198,8175,7181,9593},
{8377,7143,9661,8382,7121,10397,8443,7513,10184,8190,7197,9617},
{8489,7219,9793,8373,7099,10404,8441,7531,10170,8204,7214,9641},
{8595,7301,9926,8363,7078,10410,8438,7548,10155,8218,7230,9664},
{8688,7392,10058,8353,7056,10416,8435,7566,10141,8232,7246,9687},
{8765,7491,10181,8342,7035,10421,8432,7583,10125,8245,7262,9710},
{8820,7600,10293,8330,7013,10426,8428,7600,10110,8258,7278,9732},
{8849,7718,10389,8318,6991,10431,8423,7617,10094,8271,7294,9754},
{8848,7843,10466,8305,6969,10435,8418,7634,10078,8283,7310,9775},
{8817,7969,10522,8291,6947,10439,8413,7650,10061,8294,7325,9797},
{8756,8090,10556,8276,6925,10442,8407,7667,10044,8305,7341,9818},
{8671,8198,10569,8261,6903,10445,8401,7684,10027,8316,7357,9838},
{8568,8287,10565,8245,6881,10448,8394,7700,10009,8326,7372,9858},
{8457,8353,10548,8229,6859,10450,8387,7716,9992,8336,7388,9878},
{8349,8395,10521,8211,6837,10451,8380,7732,9974,8346,7404,9898},
{8253,8413,10489,8193,6815,10453,8372,7748,9955,8355,7420,9917},
{8174,8408,10453,8174,6792,10453,8364,7764,9936,8364,7436,9936},
{8193,8385,10453,8253,6787,10489,8355,7780,9917,8372,7452,9955},
{8211,8363,10451,8349,6805,10521,8346,7796,9898,8380,7468,9974},
{8229,8341,10450,8457,6847,10548,8336,7812,9878,8387,7484,9992},
{8245,8319,10448,8568,6913,10565,8326,7828,9858,8394,7500,10009},
{8261,8297,10445,8671,7002,10569,8316,7843,9838,8401,7516,10027},
{8276,8275,10442,8756,7110,10556,8305,7859,9818,8407,7533,10044},
{8291,8253,10439,8817,7231,10522,8294,7875,9797,8413,7550,10061},
{8305,8231,10435,8848,7357,10466,8283,7890,9775,8418,7566,10078},
{8318,8209,10431,8849,7482,10389,8271,7906,9754,8423,7583,10094},
{8330,8187,10426,8820,7600,10293,8258,7922,9732,8428,7600,10110},
{8342,8165,10421,8765,7709,10181,8245,7938,9710,8432,7617,10125},
{8353,8144,10416,8688,7808,10058,8232,7954,9687,8435,7634,10141},
{8363,8122,10410,8595,7899,9926,8218,7970,9664,8438,7652,10155},
